model_key,context_length,compression_ratio,layer,lag,overlap_mean,overlap_std,jaccard_mean,sample_count
mistral_7b_instruct_v03,8192,0.3,27,8,0.8546572327613831,,0.7472965121269226,1
mistral_7b_instruct_v03,8192,0.3,27,16,0.8423025012016296,,0.7291769981384277,1
mistral_7b_instruct_v03,8192,0.3,27,32,0.8354027271270752,,0.7199302315711975,1
mistral_7b_instruct_v03,8192,0.3,27,64,0.8191723227500916,,0.6982547640800476,1
mistral_7b_instruct_v03,8192,0.3,27,128,0.7908355593681335,,0.6619564890861511,1
mistral_7b_instruct_v03,8192,0.3,27,256,0.7785434722900391,,0.6523295044898987,1
mistral_7b_instruct_v03,8192,0.3,27,512,0.729928195476532,,0.6005614399909973,1
mistral_7b_instruct_v03,8192,0.3,27,1024,0.6798551082611084,,0.5598567724227905,1
mistral_7b_instruct_v03,8192,0.3,28,1,0.8993045091629028,,0.8183157444000244,1
mistral_7b_instruct_v03,8192,0.3,28,2,0.8766838312149048,,0.7819122672080994,1
mistral_7b_instruct_v03,8192,0.3,28,4,0.8614158034324646,,0.7582569718360901,1
mistral_7b_instruct_v03,8192,0.3,28,8,0.8512958884239197,,0.7428642511367798,1
mistral_7b_instruct_v03,8192,0.3,28,16,0.842220664024353,,0.7295915484428406,1
mistral_7b_instruct_v03,8192,0.3,28,32,0.8320081233978271,,0.7154754996299744,1
mistral_7b_instruct_v03,8192,0.3,28,64,0.8184413313865662,,0.6976815462112427,1
mistral_7b_instruct_v03,8192,0.3,28,128,0.8011025786399841,,0.6768064498901367,1
mistral_7b_instruct_v03,8192,0.3,28,256,0.7789658308029175,,0.6533483862876892,1
mistral_7b_instruct_v03,8192,0.3,28,512,0.7438823580741882,,0.6195427775382996,1
mistral_7b_instruct_v03,8192,0.3,28,1024,0.6886588335037231,,0.5715405941009521,1
mistral_7b_instruct_v03,8192,0.3,29,1,0.8935822248458862,,0.8086873292922974,1
mistral_7b_instruct_v03,8192,0.3,29,2,0.8652405738830566,,0.7636846303939819,1
mistral_7b_instruct_v03,8192,0.3,29,4,0.8451505303382874,,0.7331629991531372,1
mistral_7b_instruct_v03,8192,0.3,29,8,0.8398330807685852,,0.7254071235656738,1
mistral_7b_instruct_v03,8192,0.3,29,16,0.8295486569404602,,0.7106483578681946,1
mistral_7b_instruct_v03,8192,0.3,29,32,0.8241040706634521,,0.703729510307312,1
mistral_7b_instruct_v03,8192,0.3,29,64,0.8107222318649292,,0.6864110231399536,1
mistral_7b_instruct_v03,8192,0.3,29,128,0.7894237637519836,,0.6602848172187805,1
mistral_7b_instruct_v03,8192,0.3,29,256,0.7688127160072327,,0.6392532587051392,1
mistral_7b_instruct_v03,8192,0.3,29,512,0.7338409423828125,,0.6059619784355164,1
mistral_7b_instruct_v03,8192,0.3,29,1024,0.6772832274436951,,0.5567036867141724,1
mistral_7b_instruct_v03,8192,0.3,30,1,0.8823921084403992,,0.7909936308860779,1
mistral_7b_instruct_v03,8192,0.3,30,2,0.8540404438972473,,0.7470380663871765,1
mistral_7b_instruct_v03,8192,0.3,30,4,0.8376808762550354,,0.7226443886756897,1
mistral_7b_instruct_v03,8192,0.3,30,8,0.82867431640625,,0.7095085382461548,1
mistral_7b_instruct_v03,8192,0.3,30,16,0.8216693997383118,,0.6997457146644592,1
mistral_7b_instruct_v03,8192,0.3,30,32,0.8114402890205383,,0.6860023140907288,1
mistral_7b_instruct_v03,8192,0.3,30,64,0.8033632040023804,,0.6765146851539612,1
mistral_7b_instruct_v03,8192,0.3,30,128,0.7840378880500793,,0.6533355712890625,1
mistral_7b_instruct_v03,8192,0.3,30,256,0.7664475440979004,,0.6364883780479431,1
mistral_7b_instruct_v03,8192,0.3,30,512,0.7268974781036377,,0.5971434712409973,1
mistral_7b_instruct_v03,8192,0.3,30,1024,0.6704460382461548,,0.5483020544052124,1
mistral_7b_instruct_v03,8192,0.3,31,1,0.8918285965919495,,0.8060079216957092,1
mistral_7b_instruct_v03,8192,0.3,31,2,0.8673755526542664,,0.7673016786575317,1
mistral_7b_instruct_v03,8192,0.3,31,4,0.8542938828468323,,0.747345507144928,1
mistral_7b_instruct_v03,8192,0.3,31,8,0.8462158441543579,,0.7352173924446106,1
mistral_7b_instruct_v03,8192,0.3,31,16,0.8406444191932678,,0.7273248434066772,1
mistral_7b_instruct_v03,8192,0.3,31,32,0.8329495191574097,,0.7169895768165588,1
mistral_7b_instruct_v03,8192,0.3,31,64,0.8211326599121094,,0.7016907930374146,1
mistral_7b_instruct_v03,8192,0.3,31,128,0.8056926727294922,,0.6834767460823059,1
mistral_7b_instruct_v03,8192,0.3,31,256,0.7854224443435669,,0.6624612808227539,1
mistral_7b_instruct_v03,8192,0.3,31,512,0.7503740191459656,,0.628415048122406,1
mistral_7b_instruct_v03,8192,0.3,31,1024,0.6895431876182556,,0.5727440118789673,1
mistral_7b_instruct_v03,8192,0.5,0,1,0.9109228849411012,,0.8388609886169434,1
mistral_7b_instruct_v03,8192,0.5,0,2,0.8839181661605835,,0.7941133379936218,1
mistral_7b_instruct_v03,8192,0.5,0,4,0.8661728501319885,,0.7658175230026245,1
mistral_7b_instruct_v03,8192,0.5,0,8,0.8707883954048157,,0.7733294367790222,1
mistral_7b_instruct_v03,8192,0.5,0,16,0.8540382981300354,,0.7476602792739868,1
mistral_7b_instruct_v03,8192,0.5,0,32,0.8580218553543091,,0.7548155784606934,1
mistral_7b_instruct_v03,8192,0.5,0,64,0.8363156914710999,,0.7240092158317566,1
mistral_7b_instruct_v03,8192,0.5,0,128,0.8103956580162048,,0.690094530582428,1
mistral_7b_instruct_v03,8192,0.5,0,256,0.7969093918800354,,0.6787086725234985,1
mistral_7b_instruct_v03,8192,0.5,0,512,0.741875946521759,,0.6168816089630127,1
mistral_7b_instruct_v03,8192,0.5,0,1024,0.6864358186721802,,0.5687709450721741,1
mistral_7b_instruct_v03,8192,0.5,1,1,0.8916640877723694,,0.8053436279296875,1
mistral_7b_instruct_v03,8192,0.5,1,2,0.8359485864639282,,0.7189574837684631,1
mistral_7b_instruct_v03,8192,0.5,1,4,0.79268479347229,,0.6572461724281311,1
mistral_7b_instruct_v03,8192,0.5,1,8,0.7873067259788513,,0.6499500870704651,1
mistral_7b_instruct_v03,8192,0.5,1,16,0.7534577250480652,,0.6055346131324768,1
mistral_7b_instruct_v03,8192,0.5,1,32,0.7609379887580872,,0.6161326766014099,1
mistral_7b_instruct_v03,8192,0.5,1,64,0.7347016334533691,,0.5841155648231506,1
mistral_7b_instruct_v03,8192,0.5,1,128,0.6830481290817261,,0.5243823528289795,1
mistral_7b_instruct_v03,8192,0.5,1,256,0.6982619166374207,,0.5481393933296204,1
mistral_7b_instruct_v03,8192,0.5,1,512,0.6288401484489441,,0.4776563346385956,1
mistral_7b_instruct_v03,8192,0.5,1,1024,0.5951671600341797,,0.4581218361854553,1
mistral_7b_instruct_v03,8192,0.5,2,1,0.8740143179893494,,0.7778988480567932,1
mistral_7b_instruct_v03,8192,0.5,2,2,0.8337467908859253,,0.7164004445075989,1
mistral_7b_instruct_v03,8192,0.5,2,4,0.8047106266021729,,0.6744418144226074,1
mistral_7b_instruct_v03,8192,0.5,2,8,0.7851054668426514,,0.6474901437759399,1
mistral_7b_instruct_v03,8192,0.5,2,16,0.7646329402923584,,0.6205015778541565,1
mistral_7b_instruct_v03,8192,0.5,2,32,0.7481206059455872,,0.5998678207397461,1
mistral_7b_instruct_v03,8192,0.5,2,64,0.7338035106658936,,0.5832483768463135,1
mistral_7b_instruct_v03,8192,0.5,2,128,0.685849130153656,,0.5278432965278625,1
mistral_7b_instruct_v03,8192,0.5,2,256,0.6764516830444336,,0.5222629904747009,1
mistral_7b_instruct_v03,8192,0.5,2,512,0.6279640793800354,,0.4768204689025879,1
mistral_7b_instruct_v03,8192,0.5,2,1024,0.5895190238952637,,0.4519901275634765,1
mistral_7b_instruct_v03,8192,0.5,3,1,0.8837527632713318,,0.7938292622566223,1
mistral_7b_instruct_v03,8192,0.5,3,2,0.8474556803703308,,0.7372080683708191,1
mistral_7b_instruct_v03,8192,0.5,3,4,0.8193268179893494,,0.6954631209373474,1
mistral_7b_instruct_v03,8192,0.5,3,8,0.8024649620056152,,0.6716042757034302,1
mistral_7b_instruct_v03,8192,0.5,3,16,0.7840695977210999,,0.6467255353927612,1
mistral_7b_instruct_v03,8192,0.5,3,32,0.7687147855758667,,0.6269720196723938,1
mistral_7b_instruct_v03,8192,0.5,3,64,0.7499622106552124,,0.6041017174720764,1
mistral_7b_instruct_v03,8192,0.5,3,128,0.7162588834762573,,0.5646953582763672,1
mistral_7b_instruct_v03,8192,0.5,3,256,0.7065415978431702,,0.5586385130882263,1
mistral_7b_instruct_v03,8192,0.5,3,512,0.6492523550987244,,0.5012335181236267,1
mistral_7b_instruct_v03,8192,0.5,3,1024,0.5994365215301514,,0.4631806313991546,1
mistral_7b_instruct_v03,8192,0.5,4,1,0.886265218257904,,0.7991731762886047,1
mistral_7b_instruct_v03,8192,0.5,4,2,0.8565706610679626,,0.7525631785392761,1
mistral_7b_instruct_v03,8192,0.5,4,4,0.8365638852119446,,0.722034752368927,1
mistral_7b_instruct_v03,8192,0.5,4,8,0.8238193988800049,,0.7032456994056702,1
mistral_7b_instruct_v03,8192,0.5,4,16,0.8112810850143433,,0.6855358481407166,1
mistral_7b_instruct_v03,8192,0.5,4,32,0.7882533073425293,,0.6541875004768372,1
mistral_7b_instruct_v03,8192,0.5,4,64,0.7695028781890869,,0.6305722594261169,1
mistral_7b_instruct_v03,8192,0.5,4,128,0.753675103187561,,0.6129540801048279,1
mistral_7b_instruct_v03,8192,0.5,4,256,0.7247189283370972,,0.5821288228034973,1
mistral_7b_instruct_v03,8192,0.5,4,512,0.6840698719024658,,0.5432261824607849,1
mistral_7b_instruct_v03,8192,0.5,4,1024,0.6204736232757568,,0.4879823327064514,1
mistral_7b_instruct_v03,8192,0.5,5,1,0.8847684860229492,,0.7955015301704407,1
mistral_7b_instruct_v03,8192,0.5,5,2,0.8514847159385681,,0.743780255317688,1
mistral_7b_instruct_v03,8192,0.5,5,4,0.817965567111969,,0.6940869688987732,1
mistral_7b_instruct_v03,8192,0.5,5,8,0.7873906493186951,,0.6512988209724426,1
mistral_7b_instruct_v03,8192,0.5,5,16,0.7943581342697144,,0.6611780524253845,1
mistral_7b_instruct_v03,8192,0.5,5,32,0.7705386281013489,,0.6298087239265442,1
mistral_7b_instruct_v03,8192,0.5,5,64,0.7439407706260681,,0.5968689322471619,1
mistral_7b_instruct_v03,8192,0.5,5,128,0.7160599827766418,,0.564831018447876,1
mistral_7b_instruct_v03,8192,0.5,5,256,0.6868516802787781,,0.5352781414985657,1
mistral_7b_instruct_v03,8192,0.5,5,512,0.6465890407562256,,0.4984551966190338,1
mistral_7b_instruct_v03,8192,0.5,5,1024,0.5890326499938965,,0.4518896639347076,1
mistral_7b_instruct_v03,8192,0.5,6,1,0.8665401339530945,,0.7678959369659424,1
mistral_7b_instruct_v03,8192,0.5,6,2,0.8320544958114624,,0.716001033782959,1
mistral_7b_instruct_v03,8192,0.5,6,4,0.8092491626739502,,0.6827821731567383,1
mistral_7b_instruct_v03,8192,0.5,6,8,0.7968524694442749,,0.6652687191963196,1
mistral_7b_instruct_v03,8192,0.5,6,16,0.7885196805000305,,0.6541045308113098,1
mistral_7b_instruct_v03,8192,0.5,6,32,0.7716716527938843,,0.6320623755455017,1
mistral_7b_instruct_v03,8192,0.5,6,64,0.7566630244255066,,0.6139708757400513,1
mistral_7b_instruct_v03,8192,0.5,6,128,0.7298197150230408,,0.58249831199646,1
mistral_7b_instruct_v03,8192,0.5,6,256,0.7069169878959656,,0.5600572824478149,1
mistral_7b_instruct_v03,8192,0.5,6,512,0.6658677458763123,,0.5214245319366455,1
mistral_7b_instruct_v03,8192,0.5,6,1024,0.6019461154937744,,0.4666656851768493,1
mistral_7b_instruct_v03,8192,0.5,7,1,0.8588987588882446,,0.7561286687850952,1
mistral_7b_instruct_v03,8192,0.5,7,2,0.8283793926239014,,0.7104145884513855,1
mistral_7b_instruct_v03,8192,0.5,7,4,0.8072698712348938,,0.6798180341720581,1
mistral_7b_instruct_v03,8192,0.5,7,8,0.793175220489502,,0.6600777506828308,1
mistral_7b_instruct_v03,8192,0.5,7,16,0.7797603011131287,,0.6420267224311829,1
mistral_7b_instruct_v03,8192,0.5,7,32,0.7663276791572571,,0.6248921751976013,1
mistral_7b_instruct_v03,8192,0.5,7,64,0.7480185031890869,,0.6026318669319153,1
mistral_7b_instruct_v03,8192,0.5,7,128,0.7266740202903748,,0.5785382986068726,1
mistral_7b_instruct_v03,8192,0.5,7,256,0.6922014355659485,,0.5420928001403809,1
mistral_7b_instruct_v03,8192,0.5,7,512,0.6433322429656982,,0.4950002133846283,1
mistral_7b_instruct_v03,8192,0.5,7,1024,0.576496958732605,,0.4382108449935913,1
mistral_7b_instruct_v03,8192,0.5,8,1,0.8767414093017578,,0.7834319472312927,1
mistral_7b_instruct_v03,8192,0.5,8,2,0.846458911895752,,0.736749529838562,1
mistral_7b_instruct_v03,8192,0.5,8,4,0.8208162188529968,,0.6987382173538208,1
mistral_7b_instruct_v03,8192,0.5,8,8,0.8032119870185852,,0.6735515594482422,1
mistral_7b_instruct_v03,8192,0.5,8,16,0.7846850156784058,,0.6483168601989746,1
mistral_7b_instruct_v03,8192,0.5,8,32,0.7628414034843445,,0.6199062466621399,1
mistral_7b_instruct_v03,8192,0.5,8,64,0.7404755353927612,,0.592530369758606,1
mistral_7b_instruct_v03,8192,0.5,8,128,0.7081788778305054,,0.5552986860275269,1
mistral_7b_instruct_v03,8192,0.5,8,256,0.6839847564697266,,0.5319498181343079,1
mistral_7b_instruct_v03,8192,0.5,8,512,0.6264359951019287,,0.4756698906421661,1
mistral_7b_instruct_v03,8192,0.5,8,1024,0.5677191019058228,,0.4285842478275299,1
mistral_7b_instruct_v03,8192,0.5,9,1,0.8673766255378723,,0.7691546082496643,1
mistral_7b_instruct_v03,8192,0.5,9,2,0.8379430174827576,,0.7251517176628113,1
mistral_7b_instruct_v03,8192,0.5,9,4,0.813822329044342,,0.6901199221611023,1
mistral_7b_instruct_v03,8192,0.5,9,8,0.7974822521209717,,0.6671019196510315,1
mistral_7b_instruct_v03,8192,0.5,9,16,0.7871439456939697,,0.6530300378799438,1
mistral_7b_instruct_v03,8192,0.5,9,32,0.7732976078987122,,0.635124921798706,1
mistral_7b_instruct_v03,8192,0.5,9,64,0.7589636445045471,,0.6177963018417358,1
mistral_7b_instruct_v03,8192,0.5,9,128,0.7377064824104309,,0.593370795249939,1
mistral_7b_instruct_v03,8192,0.5,9,256,0.7083746790885925,,0.5627436637878418,1
mistral_7b_instruct_v03,8192,0.5,9,512,0.6599311232566833,,0.5150776505470276,1
mistral_7b_instruct_v03,8192,0.5,9,1024,0.580022931098938,,0.4426645934581756,1
mistral_7b_instruct_v03,8192,0.5,10,1,0.8795925378799438,,0.787117600440979,1
mistral_7b_instruct_v03,8192,0.5,10,2,0.8499222993850708,,0.7412485480308533,1
mistral_7b_instruct_v03,8192,0.5,10,4,0.8217598795890808,,0.6996880769729614,1
mistral_7b_instruct_v03,8192,0.5,10,8,0.8012343645095825,,0.6706337332725525,1
mistral_7b_instruct_v03,8192,0.5,10,16,0.7897940874099731,,0.6550414562225342,1
mistral_7b_instruct_v03,8192,0.5,10,32,0.7662400603294373,,0.6241848468780518,1
mistral_7b_instruct_v03,8192,0.5,10,64,0.7446157336235046,,0.5977270007133484,1
mistral_7b_instruct_v03,8192,0.5,10,128,0.7139855623245239,,0.5622768402099609,1
mistral_7b_instruct_v03,8192,0.5,10,256,0.6864069700241089,,0.5347363352775574,1
mistral_7b_instruct_v03,8192,0.5,10,512,0.6360934376716614,,0.4864407479763031,1
mistral_7b_instruct_v03,8192,0.5,10,1024,0.5618528127670288,,0.4220634698867798,1
mistral_7b_instruct_v03,8192,0.5,11,1,0.8623614311218262,,0.7611705660820007,1
mistral_7b_instruct_v03,8192,0.5,11,2,0.829014241695404,,0.7123652100563049,1
mistral_7b_instruct_v03,8192,0.5,11,4,0.800615131855011,,0.6720967888832092,1
mistral_7b_instruct_v03,8192,0.5,11,8,0.7819823026657104,,0.6461819410324097,1
mistral_7b_instruct_v03,8192,0.5,11,16,0.76872718334198,,0.6286622285842896,1
mistral_7b_instruct_v03,8192,0.5,11,32,0.7538989782333374,,0.6100277304649353,1
mistral_7b_instruct_v03,8192,0.5,11,64,0.739374577999115,,0.5930458903312683,1
mistral_7b_instruct_v03,8192,0.5,11,128,0.7206029295921326,,0.5722768306732178,1
mistral_7b_instruct_v03,8192,0.5,11,256,0.6913978457450867,,0.5424723029136658,1
mistral_7b_instruct_v03,8192,0.5,11,512,0.6458390355110168,,0.4989494383335113,1
mistral_7b_instruct_v03,8192,0.5,11,1024,0.5723459720611572,,0.4346314072608948,1
mistral_7b_instruct_v03,8192,0.5,12,1,0.8167745471000671,,0.6931236386299133,1
mistral_7b_instruct_v03,8192,0.5,12,2,0.7786563634872437,,0.6411383748054504,1
mistral_7b_instruct_v03,8192,0.5,12,4,0.7498732209205627,,0.6035314202308655,1
mistral_7b_instruct_v03,8192,0.5,12,8,0.7278944253921509,,0.5759875178337097,1
mistral_7b_instruct_v03,8192,0.5,12,16,0.7087827324867249,,0.5526911020278931,1
mistral_7b_instruct_v03,8192,0.5,12,32,0.6897979974746704,,0.5307071208953857,1
mistral_7b_instruct_v03,8192,0.5,12,64,0.6747563481330872,,0.5146458745002747,1
mistral_7b_instruct_v03,8192,0.5,12,128,0.6547878980636597,,0.494141161441803,1
mistral_7b_instruct_v03,8192,0.5,12,256,0.6318626403808594,,0.473658949136734,1
mistral_7b_instruct_v03,8192,0.5,12,512,0.5854555368423462,,0.4321222603321075,1
mistral_7b_instruct_v03,8192,0.5,12,1024,0.5028198957443237,,0.3625817894935608,1
mistral_7b_instruct_v03,8192,0.5,13,1,0.8617557287216187,,0.7600317597389221,1
mistral_7b_instruct_v03,8192,0.5,13,2,0.8300604820251465,,0.7132115364074707,1
mistral_7b_instruct_v03,8192,0.5,13,4,0.79981529712677,,0.6701937317848206,1
mistral_7b_instruct_v03,8192,0.5,13,8,0.775539219379425,,0.6369107961654663,1
mistral_7b_instruct_v03,8192,0.5,13,16,0.7517977356910706,,0.6057494282722473,1
mistral_7b_instruct_v03,8192,0.5,13,32,0.7279452681541443,,0.5761291980743408,1
mistral_7b_instruct_v03,8192,0.5,13,64,0.704261064529419,,0.5484820008277893,1
mistral_7b_instruct_v03,8192,0.5,13,128,0.6712893843650818,,0.512186586856842,1
mistral_7b_instruct_v03,8192,0.5,13,256,0.6383580565452576,,0.4801799356937408,1
mistral_7b_instruct_v03,8192,0.5,13,512,0.5879510045051575,,0.434184193611145,1
mistral_7b_instruct_v03,8192,0.5,13,1024,0.5145646929740906,,0.3737887740135193,1
mistral_7b_instruct_v03,8192,0.5,14,1,0.8487349152565002,,0.7406012415885925,1
mistral_7b_instruct_v03,8192,0.5,14,2,0.8036316633224487,,0.6765855550765991,1
mistral_7b_instruct_v03,8192,0.5,14,4,0.7655016183853149,,0.6253400444984436,1
mistral_7b_instruct_v03,8192,0.5,14,8,0.7430580854415894,,0.5961776375770569,1
mistral_7b_instruct_v03,8192,0.5,14,16,0.7259686589241028,,0.5748293399810791,1
mistral_7b_instruct_v03,8192,0.5,14,32,0.7098580002784729,,0.5559669137001038,1
mistral_7b_instruct_v03,8192,0.5,14,64,0.6966937780380249,,0.5415210127830505,1
mistral_7b_instruct_v03,8192,0.5,14,128,0.6775676608085632,,0.5212992429733276,1
mistral_7b_instruct_v03,8192,0.5,14,256,0.6481290459632874,,0.492690771818161,1
mistral_7b_instruct_v03,8192,0.5,14,512,0.6019014716148376,,0.4504232108592987,1
mistral_7b_instruct_v03,8192,0.5,14,1024,0.5262448191642761,,0.3867043554782867,1
mistral_7b_instruct_v03,8192,0.5,15,1,0.8521788120269775,,0.7460148334503174,1
mistral_7b_instruct_v03,8192,0.5,15,2,0.8195316195487976,,0.69856196641922,1
mistral_7b_instruct_v03,8192,0.5,15,4,0.7893173098564148,,0.6567125916481018,1
mistral_7b_instruct_v03,8192,0.5,15,8,0.762751579284668,,0.6211832761764526,1
mistral_7b_instruct_v03,8192,0.5,15,16,0.7386319637298584,,0.5903179049491882,1
mistral_7b_instruct_v03,8192,0.5,15,32,0.7178140878677368,,0.5652806758880615,1
mistral_7b_instruct_v03,8192,0.5,15,64,0.6968996524810791,,0.541205108165741,1
mistral_7b_instruct_v03,8192,0.5,15,128,0.6721217036247253,,0.5146755576133728,1
mistral_7b_instruct_v03,8192,0.5,15,256,0.6457018256187439,,0.4895510971546173,1
mistral_7b_instruct_v03,8192,0.5,15,512,0.5982356667518616,,0.4462389647960663,1
mistral_7b_instruct_v03,8192,0.5,15,1024,0.5188697576522827,,0.3788723051548004,1
mistral_7b_instruct_v03,8192,0.5,16,1,0.8513063192367554,,0.7453815937042236,1
mistral_7b_instruct_v03,8192,0.5,16,2,0.8166805505752563,,0.6948626637458801,1
mistral_7b_instruct_v03,8192,0.5,16,4,0.783790647983551,,0.649461030960083,1
mistral_7b_instruct_v03,8192,0.5,16,8,0.7572409510612488,,0.614215612411499,1
mistral_7b_instruct_v03,8192,0.5,16,16,0.7330572605133057,,0.5834688544273376,1
mistral_7b_instruct_v03,8192,0.5,16,32,0.7134472727775574,,0.5600658059120178,1
mistral_7b_instruct_v03,8192,0.5,16,64,0.69520103931427,,0.5392051339149475,1
mistral_7b_instruct_v03,8192,0.5,16,128,0.6746253967285156,,0.5176408886909485,1
mistral_7b_instruct_v03,8192,0.5,16,256,0.6466293334960938,,0.4906326830387115,1
mistral_7b_instruct_v03,8192,0.5,16,512,0.5968706011772156,,0.4447588622570038,1
mistral_7b_instruct_v03,8192,0.5,16,1024,0.51224684715271,,0.3722915053367615,1
mistral_7b_instruct_v03,8192,0.5,17,1,0.8387917876243591,,0.7262340188026428,1
mistral_7b_instruct_v03,8192,0.5,17,2,0.7966616749763489,,0.6664684414863586,1
mistral_7b_instruct_v03,8192,0.5,17,4,0.7617290019989014,,0.6194116473197937,1
mistral_7b_instruct_v03,8192,0.5,17,8,0.7394318580627441,,0.5904050469398499,1
mistral_7b_instruct_v03,8192,0.5,17,16,0.7217669486999512,,0.5683277249336243,1
mistral_7b_instruct_v03,8192,0.5,17,32,0.7023513913154602,,0.5452658534049988,1
mistral_7b_instruct_v03,8192,0.5,17,64,0.6879127621650696,,0.5295685529708862,1
mistral_7b_instruct_v03,8192,0.5,17,128,0.6598570346832275,,0.4996400475502014,1
mistral_7b_instruct_v03,8192,0.5,17,256,0.6353497505187988,,0.4772334992885589,1
mistral_7b_instruct_v03,8192,0.5,17,512,0.5875783562660217,,0.4342376887798309,1
mistral_7b_instruct_v03,8192,0.5,17,1024,0.5246518850326538,,0.3844508528709411,1
mistral_7b_instruct_v03,8192,0.5,18,1,0.842843234539032,,0.7318724989891052,1
mistral_7b_instruct_v03,8192,0.5,18,2,0.8026081323623657,,0.6737276315689087,1
mistral_7b_instruct_v03,8192,0.5,18,4,0.7716386318206787,,0.6316838264465332,1
mistral_7b_instruct_v03,8192,0.5,18,8,0.7512161135673523,,0.6050014495849609,1
mistral_7b_instruct_v03,8192,0.5,18,16,0.7330387234687805,,0.5819606184959412,1
mistral_7b_instruct_v03,8192,0.5,18,32,0.7212285995483398,,0.5683181285858154,1
mistral_7b_instruct_v03,8192,0.5,18,64,0.7050044536590576,,0.5498135089874268,1
mistral_7b_instruct_v03,8192,0.5,18,128,0.6844540238380432,,0.5280648469924927,1
mistral_7b_instruct_v03,8192,0.5,18,256,0.6572349667549133,,0.5018517374992371,1
mistral_7b_instruct_v03,8192,0.5,18,512,0.6069678664207458,,0.4551286995410919,1
mistral_7b_instruct_v03,8192,0.5,18,1024,0.5332525372505188,,0.3929083943367004,1
mistral_7b_instruct_v03,8192,0.5,19,1,0.8571759462356567,,0.753497302532196,1
mistral_7b_instruct_v03,8192,0.5,19,2,0.8208672404289246,,0.6996896266937256,1
mistral_7b_instruct_v03,8192,0.5,19,4,0.7870311737060547,,0.6524951457977295,1
mistral_7b_instruct_v03,8192,0.5,19,8,0.7605038285255432,,0.6169009804725647,1
mistral_7b_instruct_v03,8192,0.5,19,16,0.7359676957130432,,0.5855002403259277,1
mistral_7b_instruct_v03,8192,0.5,19,32,0.7138401865959167,,0.5589311122894287,1
mistral_7b_instruct_v03,8192,0.5,19,64,0.69829261302948,,0.5413638949394226,1
mistral_7b_instruct_v03,8192,0.5,19,128,0.6695140600204468,,0.5104148387908936,1
mistral_7b_instruct_v03,8192,0.5,19,256,0.6390578150749207,,0.4809553027153015,1
mistral_7b_instruct_v03,8192,0.5,19,512,0.5872865319252014,,0.4336349964141845,1
mistral_7b_instruct_v03,8192,0.5,19,1024,0.521518349647522,,0.3807506561279297,1
mistral_7b_instruct_v03,8192,0.5,20,1,0.8435927033424377,,0.733482301235199,1
mistral_7b_instruct_v03,8192,0.5,20,2,0.8025822639465332,,0.6746243834495544,1
mistral_7b_instruct_v03,8192,0.5,20,4,0.7685920596122742,,0.6286394000053406,1
mistral_7b_instruct_v03,8192,0.5,20,8,0.7461323142051697,,0.599236249923706,1
mistral_7b_instruct_v03,8192,0.5,20,16,0.7288792133331299,,0.5775392651557922,1
mistral_7b_instruct_v03,8192,0.5,20,32,0.7147316932678223,,0.5609259009361267,1
mistral_7b_instruct_v03,8192,0.5,20,64,0.7030002474784851,,0.5480186939239502,1
mistral_7b_instruct_v03,8192,0.5,20,128,0.6801952123641968,,0.5237734913825989,1
mistral_7b_instruct_v03,8192,0.5,20,256,0.6528511047363281,,0.4972479939460754,1
mistral_7b_instruct_v03,8192,0.5,20,512,0.6052425503730774,,0.4535891115665436,1
mistral_7b_instruct_v03,8192,0.5,20,1024,0.5321056842803955,,0.3921536207199096,1
mistral_7b_instruct_v03,8192,0.5,21,1,0.8487002849578857,,0.7402880787849426,1
mistral_7b_instruct_v03,8192,0.5,21,2,0.8100566864013672,,0.6836873292922974,1
mistral_7b_instruct_v03,8192,0.5,21,4,0.7799477577209473,,0.6420809030532837,1
mistral_7b_instruct_v03,8192,0.5,21,8,0.7589161396026611,,0.6140825152397156,1
mistral_7b_instruct_v03,8192,0.5,21,16,0.735993504524231,,0.5848031640052795,1
mistral_7b_instruct_v03,8192,0.5,21,32,0.7223789095878601,,0.5686912536621094,1
mistral_7b_instruct_v03,8192,0.5,21,64,0.7089616656303406,,0.5537115931510925,1
mistral_7b_instruct_v03,8192,0.5,21,128,0.6797999143600464,,0.5217534303665161,1
mistral_7b_instruct_v03,8192,0.5,21,256,0.6500255465507507,,0.4928008615970611,1
mistral_7b_instruct_v03,8192,0.5,21,512,0.6054513454437256,,0.4527597427368164,1
mistral_7b_instruct_v03,8192,0.5,21,1024,0.5503870248794556,,0.4103062748908996,1
mistral_7b_instruct_v03,8192,0.5,22,1,0.8583241105079651,,0.7549400329589844,1
mistral_7b_instruct_v03,8192,0.5,22,2,0.8235097527503967,,0.7031090259552002,1
mistral_7b_instruct_v03,8192,0.5,22,4,0.7991268038749695,,0.6686194539070129,1
mistral_7b_instruct_v03,8192,0.5,22,8,0.7830814123153687,,0.6464595198631287,1
mistral_7b_instruct_v03,8192,0.5,22,16,0.7686586380004883,,0.6272449493408203,1
mistral_7b_instruct_v03,8192,0.5,22,32,0.7537247538566589,,0.60858553647995,1
mistral_7b_instruct_v03,8192,0.5,22,64,0.7356398105621338,,0.5869145393371582,1
mistral_7b_instruct_v03,8192,0.5,22,128,0.7159535884857178,,0.5654979348182678,1
mistral_7b_instruct_v03,8192,0.5,22,256,0.6872463226318359,,0.5363392233848572,1
