method,token_length,subword_ppl,avg_nll,subword_ppl_all_targets,avg_nll_all_targets,target_tokens_scored,target_tokens_scored_all,num_books,target_tokens,include_first_target,compression_ratio,stride,model,pg19_source_dataset,physical_device
chunkkv,27136,10.695957,2.36986584,10.697117,2.36997426,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,27648,10.041314,2.30670795,10.054407,2.30801106,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,28160,9.536327,2.25510836,9.52434,2.25385065,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,28672,9.783544,2.28070175,9.779178,2.28025543,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,29184,9.442316,2.24520124,9.471779,2.24831676,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,29696,9.743241,2.27657379,9.76694,2.27900325,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,30208,10.608016,2.36160991,10.637127,2.36435045,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,30720,9.473549,2.24850361,9.44013,2.2449698,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,31232,8.824241,2.17750258,8.804381,2.17524941,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,31744,8.904743,2.18658411,8.874543,2.18318685,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,32256,9.489205,2.2501548,9.486974,2.24991967,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
chunkkv,32768,8.576446,2.14901961,8.579025,2.14932025,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,1024,10.393457,2.34117647,10.446096,2.34622832,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,1536,11.290047,2.42392157,11.28251,2.42325378,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,2048,10.724695,2.37254902,10.717408,2.37186933,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,2560,10.72049,2.37215686,10.770853,2.37684366,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,3072,10.316303,2.33372549,10.290532,2.33122424,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,3584,10.048777,2.30745098,10.027149,2.30529628,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,4096,10.033027,2.30588235,9.99676,2.30226102,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,4608,9.478439,2.24901961,9.459583,2.24702834,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,5120,9.508222,2.25215686,9.490269,2.25026692,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,5632,9.171294,2.21607843,9.203721,2.21960782,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,6144,10.988648,2.39686275,10.945395,2.39291878,5100,5120,20,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,6656,10.429989,2.34468524,10.438422,2.34549345,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,7168,9.70711,2.27285862,9.709894,2.27314532,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,7680,9.860579,2.28854489,9.86348,2.28883907,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,8192,9.380157,2.23859649,9.396746,2.24036346,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,8704,9.880952,2.29060888,9.894315,2.29196037,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,9216,9.77547,2.27987616,9.802012,2.28258766,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,9728,10.074529,2.31001032,10.051054,2.3076775,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,10240,9.840248,2.28648091,9.83955,2.28640993,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,10752,10.731338,2.37316821,10.734832,2.37349376,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,11264,9.987573,2.30134159,9.99941,2.30252607,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,11776,9.236071,2.22311662,9.265106,2.22625529,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,12288,10.195857,2.32198142,10.191041,2.32150897,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,12800,9.880952,2.29060888,9.848995,2.28736946,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,13312,9.322255,2.23240454,9.328863,2.23311311,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,13824,9.591598,2.26088751,9.569201,2.25854971,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,14336,9.165807,2.21547988,9.186294,2.21771263,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,14848,9.253244,2.2249742,9.284426,2.22833839,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,15360,8.849776,2.18039216,8.833079,2.17850368,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,15872,9.469639,2.24809082,9.463581,2.24745085,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,16384,9.326104,2.23281734,9.327528,2.23297004,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,16896,8.404713,2.12879257,8.414022,2.1298996,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,17408,9.7352,2.27574819,9.769572,2.27927268,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,17920,9.220833,2.22146543,9.241102,2.22366116,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,18432,9.199922,2.21919505,9.222681,2.22166583,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,18944,8.755302,2.16965944,8.731275,2.16691145,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,19456,9.150685,2.21382869,9.148237,2.21356113,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,19968,9.619354,2.26377709,9.625997,2.26446749,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,20480,9.395658,2.24024768,9.398627,2.24056362,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,20992,9.975212,2.3001032,9.981347,2.30071807,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,21504,10.629933,2.36367389,10.60756,2.36156691,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,22016,10.29737,2.33188854,10.323273,2.33440086,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,22528,9.683097,2.27038184,9.676422,2.26969217,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,23040,8.721035,2.16573787,8.758585,2.17003432,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,23552,8.422078,2.13085655,8.429808,2.13177397,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,24064,9.372416,2.2377709,9.3401,2.23431692,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,24576,9.139359,2.2125903,9.14246,2.21292948,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,25088,9.075448,2.20557276,9.086453,2.20678457,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,25600,9.759342,2.27822497,9.742489,2.2764966,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,26112,9.852442,2.2877193,9.85642,2.28812305,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,26624,10.183238,2.32074303,10.202178,2.32260124,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,27136,10.995908,2.39752322,10.995912,2.39752361,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,27648,10.327168,2.33477812,10.339501,2.33597159,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,28160,9.787583,2.28111455,9.774288,2.27975526,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,28672,10.028886,2.30546956,10.023441,2.30492648,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,29184,9.715128,2.27368421,9.744358,2.27668847,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,29696,10.01234,2.30381837,10.035626,2.30614141,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,30208,10.883015,2.3872033,10.91179,2.38984387,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,30720,9.667122,2.26873065,9.632259,2.26511783,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,31232,8.967453,2.19360165,8.946708,2.19128559,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,31744,9.203721,2.21960784,9.171323,2.21608158,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,32256,9.795667,2.28194014,9.792148,2.28158085,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
blockwise,32768,8.777014,2.17213622,8.77886,2.17234657,4845,4864,19,256,False,0.5,512,/Tan/model/Llama-3.1-8B-Instruct,/Tan/dataset/pg19-test,GPU-4eac01c5-47d1-3958-95bb-98d357b8b9c3
