method,token_length,needle_depth,accuracy,samples,rouge_l_f1
block_wise,1024,100,0.0,3,0.26086956294896035
block_wise,1280,0,0.3333333333333333,3,0.7365591351337581
block_wise,1280,10,0.0,3,0.41830064880174295
block_wise,1280,20,0.0,3,0.21944443960370386
block_wise,1280,30,0.3333333333333333,3,0.5241408345345496
block_wise,1280,40,0.0,3,0.35448990244825884
block_wise,1280,50,0.0,3,0.4377777729949075
block_wise,1280,60,0.6666666666666666,3,0.5683563701451716
block_wise,1280,70,0.0,3,0.2078952751345924
block_wise,1280,80,0.0,3,0.1934404351656529
block_wise,1280,90,0.0,3,0.37267080259422486
block_wise,1280,100,0.0,3,0.26086956294896035
block_wise,1536,0,0.3333333333333333,3,0.37267024614949906
block_wise,1536,10,0.0,3,0.14728942079911936
block_wise,1536,20,0.0,3,0.13893713027723606
block_wise,1536,30,0.0,3,0.1615428174483884
block_wise,1536,40,0.0,3,0.2880207129655247
block_wise,1536,50,0.0,3,0.16302720605354343
block_wise,1536,60,0.0,3,0.19392579240875527
block_wise,1536,70,0.0,3,0.23007535865878206
block_wise,1536,80,1.0,3,0.7096774147762748
block_wise,1536,90,0.0,3,0.4253594724279381
block_wise,1536,100,0.0,3,0.26086956294896035
block_wise,1792,0,0.0,3,0.3977777729949075
block_wise,1792,10,0.0,3,0.34144927048569645
block_wise,1792,20,0.0,3,0.14750983522976344
block_wise,1792,30,0.0,3,0.1817632801451027
block_wise,1792,40,0.0,3,0.33102972433333333
block_wise,1792,50,0.0,3,0.32169868064408513
block_wise,1792,60,0.0,3,0.17363209156721182
block_wise,1792,70,0.0,3,0.5680076582255059
block_wise,1792,80,0.6666666666666666,3,0.512333961202894
block_wise,1792,90,0.3333333333333333,3,0.3898360905498486
block_wise,1792,100,0.0,3,0.26086956294896035
block_wise,2048,0,1.0,3,0.7096774147762748
block_wise,2048,10,0.0,3,0.19801150750887733
block_wise,2048,20,0.0,3,0.4518970141216441
block_wise,2048,30,0.3333333333333333,3,0.5089640350406436
