method,token_length,needle_depth,accuracy,samples,rouge_l_f1
chunkkv,4096,60,0.3333333333333333,3,0.513225801762925
chunkkv,4096,70,0.6666666666666666,3,0.49395160828834994
chunkkv,4096,80,0.6666666666666666,3,0.504126026796947
chunkkv,4096,90,1.0,3,0.7096774147762748
chunkkv,4096,100,0.0,3,0.26086956294896035
chunkkv,4352,0,0.0,3,0.3922387088414525
chunkkv,4352,10,0.0,3,0.278594766443195
chunkkv,4352,20,0.0,3,0.4144444403560186
chunkkv,4352,30,0.0,3,0.27734068978471005
chunkkv,4352,40,0.0,3,0.343007658188006
chunkkv,4352,50,0.0,3,0.4524489748188967
chunkkv,4352,60,0.0,3,0.6746626641736104
chunkkv,4352,70,0.6666666666666666,3,0.7231182749550165
chunkkv,4352,80,1.0,3,0.7096774147762748
chunkkv,4352,90,1.0,3,0.7096774147762748
chunkkv,4352,100,0.0,3,0.3220611888338291
chunkkv,4608,0,0.3333333333333333,3,0.32031478778412775
chunkkv,4608,10,0.0,3,0.5177550972678763
chunkkv,4608,20,0.0,3,0.5666666619416666
chunkkv,4608,30,0.0,3,0.6616161568994873
chunkkv,4608,40,0.6666666666666666,3,0.6800148268147818
chunkkv,4608,50,0.6666666666666666,3,0.7231182749550165
chunkkv,4608,60,1.0,3,0.7096774147762748
chunkkv,4608,70,1.0,3,0.7096774147762748
chunkkv,4608,80,1.0,3,0.7096774147762748
chunkkv,4608,90,1.0,3,0.7096774147762748
chunkkv,4608,100,0.0,3,0.26086956294896035
chunkkv,4864,0,0.3333333333333333,3,0.5300373959275123
chunkkv,4864,10,0.3333333333333333,3,0.5681917881470426
chunkkv,4864,20,0.0,3,0.3735827616465989
chunkkv,4864,30,0.6666666666666666,3,0.5547509279683009
chunkkv,4864,40,0.3333333333333333,3,0.5398924684295916
chunkkv,4864,50,0.6666666666666666,3,0.512333961202894
chunkkv,4864,60,0.0,3,0.5816326483257844
chunkkv,4864,70,0.0,3,0.6466666619416667
chunkkv,4864,80,0.6666666666666666,3,0.6169091246015868
chunkkv,4864,90,0.6666666666666666,3,0.7231182749550165
chunkkv,4864,100,0.0,3,0.26086956294896035
chunkkv,5120,0,0.6666666666666666,3,0.700068629497749
chunkkv,5120,10,0.3333333333333333,3,0.3896927288816987
chunkkv,5120,20,0.0,3,0.3547803575726259
chunkkv,5120,30,0.0,3,0.3266777929293588
chunkkv,5120,40,0.0,3,0.5680272061489137
chunkkv,5120,50,0.0,3,0.385024545148061
chunkkv,5120,60,0.3333333333333333,3,0.5421146913258879
chunkkv,5120,70,0.6666666666666666,3,0.7231182749550165
chunkkv,5120,80,1.0,3,0.7096774147762748
chunkkv,5120,90,1.0,3,0.7096774147762748
chunkkv,5120,100,0.0,3,0.26086956294896035
chunkkv,5376,0,0.3333333333333333,3,0.554586345970172
chunkkv,5376,10,0.0,3,0.14453215886027002
chunkkv,5376,20,0.0,3,0.23089235281727882
chunkkv,5376,30,0.0,3,0.6796296249395577
chunkkv,5376,40,0.0,3,0.3840826824882729
chunkkv,5376,50,0.0,3,0.38531497218973215
chunkkv,5376,60,0.0,3,0.5062091456936836
chunkkv,5376,70,1.0,3,0.7096774147762748
chunkkv,5376,80,1.0,3,0.7096774147762748
chunkkv,5376,90,1.0,3,0.7096774147762748
chunkkv,5376,100,0.0,3,0.26086956294896035
chunkkv,5632,0,0.0,3,0.1333760122739238
chunkkv,5632,10,0.0,3,0.38492063007487726
chunkkv,5632,20,0.0,3,0.17526191664448343
chunkkv,5632,30,0.0,3,0.3018885827616315
chunkkv,5632,40,0.3333333333333333,3,0.3406616991834132
chunkkv,5632,50,0.0,3,0.43208133837293133
chunkkv,5632,60,0.6666666666666666,3,0.5264516082508499
chunkkv,5632,70,0.6666666666666666,3,0.5264516082508499
chunkkv,5632,80,0.3333333333333333,3,0.7365591351337581
chunkkv,5632,90,1.0,3,0.7096774147762748
chunkkv,5632,100,0.0,3,0.26086956294896035
chunkkv,5888,0,0.0,3,0.11092198095620968
chunkkv,5888,10,0.3333333333333333,3,0.5882190652956766
chunkkv,5888,20,0.0,3,0.23397435485015353
chunkkv,5888,30,0.0,3,0.5553594723725507
chunkkv,5888,40,1.0,3,0.7096774147762748
chunkkv,5888,50,0.3333333333333333,3,0.7265591350962582
chunkkv,5888,60,1.0,3,0.7096774147762748
chunkkv,5888,70,0.0,3,0.6060090661959187
chunkkv,5888,80,1.0,3,0.7096774147762748
chunkkv,5888,90,1.0,3,0.7096774147762748
chunkkv,5888,100,0.0,3,0.22946859590115878
chunkkv,6144,0,0.0,3,0.1681442031673878
chunkkv,6144,10,0.0,3,0.2150709170896581
chunkkv,6144,20,0.0,3,0.1706264726452137
chunkkv,6144,30,0.0,3,0.16306266703712494
chunkkv,6144,40,0.0,3,0.1805555506944446
chunkkv,6144,50,0.0,3,0.3734042505269523
chunkkv,6144,60,0.0,3,0.18888888406851867
chunkkv,6144,70,0.3333333333333333,3,0.7365591351337581
chunkkv,6144,80,1.0,3,0.7096774147762748
chunkkv,6144,90,1.0,3,0.7096774147762748
chunkkv,6144,100,0.0,3,0.26086956294896035
chunkkv,6400,0,0.3333333333333333,3,0.3891137738954489
chunkkv,6400,10,0.0,3,0.3588435326315859
chunkkv,6400,20,0.3333333333333333,3,0.3177557169515044
chunkkv,6400,30,0.0,3,0.34218179538721283
chunkkv,6400,40,0.0,3,0.4354497312148317
chunkkv,6400,50,0.0,3,0.37386620835861706
chunkkv,6400,60,0.3333333333333333,3,0.6656779091865714
chunkkv,6400,70,1.0,3,0.7096774147762748
chunkkv,6400,80,1.0,3,0.7096774147762748
chunkkv,6400,90,1.0,3,0.7096774147762748
chunkkv,6400,100,0.0,3,0.26086956294896035
chunkkv,6656,0,0.0,3,0.3605803975710788
chunkkv,6656,10,0.0,3,0.37209706099533624
chunkkv,6656,20,0.3333333333333333,3,0.5168621653463961
chunkkv,6656,30,0.0,3,0.3467375838602857
chunkkv,6656,40,0.0,3,0.4325396776939248
chunkkv,6656,50,0.3333333333333333,3,0.5282258017425546
chunkkv,6656,60,0.3333333333333333,3,0.5421146906314435
chunkkv,6656,70,0.6666666666666666,3,0.5275400436145595
chunkkv,6656,80,1.0,3,0.7096774147762748
chunkkv,6656,90,1.0,3,0.7096774147762748
chunkkv,6656,100,0.0,3,0.3072463742326403
chunkkv,6912,0,0.3333333333333333,3,0.6770353258119046
chunkkv,6912,10,0.3333333333333333,3,0.573515657679245
chunkkv,6912,20,0.0,3,0.5583458224587727
chunkkv,6912,30,0.3333333333333333,3,0.37101291654615975
chunkkv,6912,40,0.6666666666666666,3,0.7231182749550165
chunkkv,6912,50,1.0,3,0.7096774147762748
chunkkv,6912,60,0.6666666666666666,3,0.7231182749550165
chunkkv,6912,70,1.0,3,0.7096774147762748
chunkkv,6912,80,1.0,3,0.7096774147762748
chunkkv,6912,90,1.0,3,0.7096774147762748
chunkkv,6912,100,0.0,3,0.26086956294896035
chunkkv,7168,0,0.0,3,0.3294455666956057
chunkkv,7168,10,0.3333333333333333,3,0.4486143278366826
chunkkv,7168,20,0.3333333333333333,3,0.34544802392727686
chunkkv,7168,30,0.3333333333333333,3,0.386885933129321
chunkkv,7168,40,0.3333333333333333,3,0.5291123265559233
chunkkv,7168,50,0.6666666666666666,3,0.6800148268147818
chunkkv,7168,60,1.0,3,0.7096774147762748
chunkkv,7168,70,0.3333333333333333,3,0.7365591351337581
chunkkv,7168,80,1.0,3,0.7096774147762748
chunkkv,7168,90,1.0,3,0.7096774147762748
chunkkv,7168,100,0.0,3,0.26086956294896035
chunkkv,7424,0,0.0,3,0.4136843101307552
chunkkv,7424,10,0.0,3,0.32450473237041993
chunkkv,7424,20,0.0,3,0.4530790472092446
chunkkv,7424,30,0.6666666666666666,3,0.7231182749550165
chunkkv,7424,40,0.0,3,0.4754710806153654
chunkkv,7424,50,0.3333333333333333,3,0.5976702468814434
chunkkv,7424,60,0.6666666666666666,3,0.5091543108978428
chunkkv,7424,70,1.0,3,0.7096774147762748
chunkkv,7424,80,1.0,3,0.7096774147762748
chunkkv,7424,90,1.0,3,0.7096774147762748
chunkkv,7424,100,0.0,3,0.26086956294896035
chunkkv,7680,0,0.0,3,0.2517414464836899
chunkkv,7680,10,0.0,3,0.2601418391419346
chunkkv,7680,20,0.0,3,0.1514420755281837
chunkkv,7680,30,0.0,3,0.41751820147901436
chunkkv,7680,40,0.3333333333333333,3,0.4682258017050546
chunkkv,7680,50,0.0,3,0.22738738253167776
chunkkv,7680,60,0.0,3,0.3408602668421971
chunkkv,7680,70,0.0,3,0.7499999953125
chunkkv,7680,80,1.0,3,0.7096774147762748
chunkkv,7680,90,1.0,3,0.7096774147762748
chunkkv,7680,100,0.0,3,0.26086956294896035
chunkkv,7936,0,0.3333333333333333,3,0.6770353258119046
chunkkv,7936,10,0.0,3,0.18137828559786218
chunkkv,7936,20,0.0,3,0.5555555508101852
chunkkv,7936,30,0.0,3,0.11059101169839652
chunkkv,7936,40,0.6666666666666666,3,0.7231182749550165
chunkkv,7936,50,0.0,3,0.7068965471722652
chunkkv,7936,60,0.6666666666666666,3,0.7231182749550165
chunkkv,7936,70,1.0,3,0.7096774147762748
chunkkv,7936,80,1.0,3,0.7096774147762748
chunkkv,7936,90,1.0,3,0.7096774147762748
chunkkv,7936,100,0.0,3,0.26086956294896035
chunkkv,8192,0,0.3333333333333333,3,0.7365591351337581
chunkkv,8192,10,0.0,3,0.1661820282468598
chunkkv,8192,20,0.3333333333333333,3,0.5724879450943515
chunkkv,8192,30,0.0,3,0.7068965471722652
chunkkv,8192,40,0.0,3,0.2753316880746451
chunkkv,8192,50,0.0,3,0.7499999953125
chunkkv,8192,60,0.3333333333333333,3,0.6934556869935234
chunkkv,8192,70,0.0,3,0.7499999953125
chunkkv,8192,80,0.6666666666666666,3,0.7231182749550165
chunkkv,8192,90,1.0,3,0.7096774147762748
chunkkv,8192,100,0.0,3,0.2805797075659736
snapkv,256,0,0.0,3,0.23056555469091722
snapkv,256,10,0.0,3,0.14735590937073376
snapkv,256,20,0.0,3,0.19553881673677684
snapkv,256,30,0.0,3,0.4101861747958953
snapkv,256,40,0.0,3,0.4359736402227932
snapkv,256,50,0.0,3,0.4866084199911865
snapkv,256,60,0.0,3,0.4061302649205092
snapkv,256,70,0.3333333333333333,3,0.7365591351337581
snapkv,256,80,1.0,3,0.7096774147762748
snapkv,256,90,1.0,3,0.7096774147762748
snapkv,256,100,0.0,3,0.26086956294896035
snapkv,512,0,0.0,3,0.25858829390439675
snapkv,512,10,0.0,3,0.5140831341443054
snapkv,512,20,0.0,3,0.41861760934553577
snapkv,512,30,0.0,3,0.34886357154896275
snapkv,512,40,0.0,3,0.357696562018897
snapkv,512,50,0.0,3,0.5888888841152263
snapkv,512,60,0.0,3,0.5402239399048921
snapkv,512,70,0.0,3,0.4722222188078704
snapkv,512,80,0.3333333333333333,3,0.5627240103586156
snapkv,512,90,0.6666666666666666,3,0.7231182749550165
snapkv,512,100,0.0,3,0.26086956294896035
snapkv,768,0,0.0,3,0.5649905076561454
snapkv,768,10,0.0,3,0.4932213335626608
snapkv,768,20,0.0,3,0.5363247817028957
snapkv,768,30,0.0,3,0.4707854360843023
snapkv,768,40,0.0,3,0.5314814767914094
snapkv,768,50,0.0,3,0.42911876943800603
snapkv,768,60,0.0,3,0.6171497537718135
snapkv,768,70,0.0,3,0.5171394757873148
snapkv,768,80,0.3333333333333333,3,0.5976702468814434
snapkv,768,90,0.6666666666666666,3,0.7231182749550165
snapkv,768,100,0.0,3,0.3072463742326403
snapkv,1024,0,0.0,3,0.3277136892616828
snapkv,1024,10,0.0,3,0.4485884437115563
snapkv,1024,20,0.0,3,0.472742122349367
snapkv,1024,30,0.0,3,0.3124727620289384
snapkv,1024,40,0.0,3,0.3362381951879461
snapkv,1024,50,0.0,3,0.39796658989530775
snapkv,1024,60,0.0,3,0.29282794085971164
snapkv,1024,70,0.0,3,0.32305381819983375
snapkv,1024,80,0.0,3,0.49999999589120375
snapkv,1024,90,0.0,3,0.6839080414251387
snapkv,1024,100,0.0,3,0.26086956294896035
snapkv,1280,0,0.3333333333333333,3,0.6902701237896856
snapkv,1280,10,0.0,3,0.5612535567779483
snapkv,1280,20,0.3333333333333333,3,0.7164423952985773
snapkv,1280,30,0.3333333333333333,3,0.4520268823488152
snapkv,1280,40,0.0,3,0.49084248589366225
snapkv,1280,50,0.0,3,0.5950617240416133
snapkv,1280,60,0.3333333333333333,3,0.6297215281639063
snapkv,1280,70,0.0,3,0.592592587821502
snapkv,1280,80,0.3333333333333333,3,0.4777515475912764
snapkv,1280,90,1.0,3,0.7096774147762748
snapkv,1280,100,0.0,3,0.26086956294896035
snapkv,1536,0,0.0,3,0.3677094819537215
snapkv,1536,10,0.0,3,0.5146178044025028
snapkv,1536,20,0.0,3,0.4020359875355825
snapkv,1536,30,0.0,3,0.5362318798476433
snapkv,1536,40,0.0,3,0.5160575808752663
snapkv,1536,50,0.0,3,0.4587424591630556
snapkv,1536,60,0.0,3,0.6315270888602086
snapkv,1536,70,0.0,3,0.49770530926949874
snapkv,1536,80,0.3333333333333333,3,0.5304122095390102
snapkv,1536,90,1.0,3,0.7096774147762748
snapkv,1536,100,0.0,3,0.26086956294896035
snapkv,1792,0,0.0,3,0.5762411299298796
snapkv,1792,10,0.0,3,0.5889468010190071
snapkv,1792,20,0.0,3,0.5101840921799312
snapkv,1792,30,0.0,3,0.6140661890695569
snapkv,1792,40,0.0,3,0.6274564285582249
snapkv,1792,50,0.0,3,0.6276553847027572
snapkv,1792,60,0.0,3,0.5628342197687743
snapkv,1792,70,0.0,3,0.6578947320550553
snapkv,1792,80,0.0,3,0.514859977058887
snapkv,1792,90,0.3333333333333333,3,0.5921146906661657
snapkv,1792,100,0.0,3,0.26086956294896035
snapkv,2048,0,0.3333333333333333,3,0.4716638057438027
snapkv,2048,10,0.3333333333333333,3,0.6719126703133105
snapkv,2048,20,0.0,3,0.5572463719646924
snapkv,2048,30,0.0,3,0.5350241504626349
snapkv,2048,40,0.3333333333333333,3,0.47351565757507835
snapkv,2048,50,0.0,3,0.545019153172824
snapkv,2048,60,0.3333333333333333,3,0.4522132142525856
snapkv,2048,70,0.0,3,0.5092592554905407
snapkv,2048,80,0.3333333333333333,3,0.45684899090841175
snapkv,2048,90,0.3333333333333333,3,0.5982449591051934
snapkv,2048,100,0.0,3,0.26086956294896035
snapkv,2304,0,0.0,3,0.1413301774365788
snapkv,2304,10,0.0,3,0.18092795608716442
snapkv,2304,20,0.0,3,0.15282601916612493
snapkv,2304,30,0.0,3,0.3336695515709143
snapkv,2304,40,0.0,3,0.21782045669799777
snapkv,2304,50,0.0,3,0.40498972306663344
snapkv,2304,60,0.0,3,0.49219541639969105
snapkv,2304,70,0.0,3,0.3994831999037964
snapkv,2304,80,0.0,3,0.4444444411111112
snapkv,2304,90,0.6666666666666666,3,0.5582246578665432
snapkv,2304,100,0.0,3,0.26086956294896035
snapkv,2560,0,0.0,3,0.4978450853931964
snapkv,2560,10,0.0,3,0.39713599751311074
snapkv,2560,20,0.0,3,0.36336956775768936
snapkv,2560,30,0.0,3,0.49685109711997266
snapkv,2560,40,0.0,3,0.5606374252485565
snapkv,2560,50,0.0,3,0.5202020160028314
snapkv,2560,60,0.0,3,0.35899813979620526
snapkv,2560,70,0.0,3,0.4512471613336264
snapkv,2560,80,0.0,3,0.45582655402789113
snapkv,2560,90,0.6666666666666666,3,0.6666666620881028
snapkv,2560,100,0.0,3,0.26086956294896035
snapkv,2816,0,0.0,3,0.4948979544002932
snapkv,2816,10,0.0,3,0.5418470369208218
snapkv,2816,20,0.0,3,0.5929332447375022
snapkv,2816,30,0.0,3,0.47387669350799105
snapkv,2816,40,0.0,3,0.4829835035140264
snapkv,2816,50,0.0,3,0.45949628227271444
snapkv,2816,60,0.0,3,0.5706349165138417
snapkv,2816,70,0.3333333333333333,3,0.6115591350433657
snapkv,2816,80,0.6666666666666666,3,0.6397849415380926
snapkv,2816,90,0.6666666666666666,3,0.6570263210676552
snapkv,2816,100,0.0,3,0.26086956294896035
snapkv,3072,0,0.3333333333333333,3,0.45537999670595236
snapkv,3072,10,0.3333333333333333,3,0.5443619823097069
snapkv,3072,20,0.3333333333333333,3,0.4620319482474619
snapkv,3072,30,0.3333333333333333,3,0.46582742767600993
snapkv,3072,40,0.3333333333333333,3,0.4505800314903728
snapkv,3072,50,0.3333333333333333,3,0.48259088100724656
snapkv,3072,60,0.3333333333333333,3,0.5307390291296745
snapkv,3072,70,0.3333333333333333,3,0.42518526116667466
snapkv,3072,80,0.6666666666666666,3,0.644546846313435
snapkv,3072,90,1.0,3,0.7096774147762748
snapkv,3072,100,0.0,3,0.26086956294896035
snapkv,3328,0,0.0,3,0.5670193958159104
snapkv,3328,10,0.0,3,0.6935483824455861
snapkv,3328,20,0.0,3,0.5611111069560185
snapkv,3328,30,0.3333333333333333,3,0.7365591351337581
snapkv,3328,40,0.3333333333333333,3,0.6740591351337583
snapkv,3328,50,0.0,3,0.6214458513679361
snapkv,3328,60,0.3333333333333333,3,0.6816810862500953
snapkv,3328,70,0.6666666666666666,3,0.6666666620881028
snapkv,3328,80,0.6666666666666666,3,0.6635944656331628
snapkv,3328,90,1.0,3,0.7096774147762748
snapkv,3328,100,0.0,3,0.26086956294896035
snapkv,3584,0,0.3333333333333333,3,0.545289293659363
snapkv,3584,10,0.0,3,0.5072463720591485
snapkv,3584,20,0.3333333333333333,3,0.44400443199067813
snapkv,3584,30,0.3333333333333333,3,0.4450697733269339
snapkv,3584,40,0.3333333333333333,3,0.4814570944714475
snapkv,3584,50,0.0,3,0.5217913473749578
snapkv,3584,60,0.3333333333333333,3,0.5494843053558012
snapkv,3584,70,0.6666666666666666,3,0.6397849416216832
snapkv,3584,80,0.6666666666666666,3,0.6570263210676552
snapkv,3584,90,0.6666666666666666,3,0.5842293867027017
snapkv,3584,100,0.0,3,0.26086956294896035
snapkv,3840,0,0.3333333333333333,3,0.5612344599206461
snapkv,3840,10,0.0,3,0.4798136606147423
snapkv,3840,20,0.0,3,0.42777777368935194
snapkv,3840,30,0.0,3,0.4841057587742215
snapkv,3840,40,0.0,3,0.5235632138014319
snapkv,3840,50,0.3333333333333333,3,0.5532258017629249
snapkv,3840,60,0.0,3,0.4443262363425551
snapkv,3840,70,0.3333333333333333,3,0.4244379228846536
snapkv,3840,80,0.6666666666666666,3,0.6800148268147818
snapkv,3840,90,1.0,3,0.7096774147762748
snapkv,3840,100,0.0,3,0.26086956294896035
snapkv,4096,0,0.3333333333333333,3,0.4714797699006497
snapkv,4096,10,0.0,3,0.43302837911954706
snapkv,4096,20,0.0,3,0.46938775090010404
snapkv,4096,30,0.0,3,0.42222221870370386
snapkv,4096,40,0.0,3,0.45444444035601855
snapkv,4096,50,0.0,3,0.4626262583807776
snapkv,4096,60,0.0,3,0.4957854367787468
snapkv,4096,70,0.3333333333333333,3,0.4346267694269303
snapkv,4096,80,0.6666666666666666,3,0.5965750653606806
snapkv,4096,90,0.6666666666666666,3,0.6064516082181969
snapkv,4096,100,0.0,3,0.26086956294896035
snapkv,4352,0,0.0,3,0.5168690913054116
snapkv,4352,10,0.0,3,0.4878531467097034
snapkv,4352,20,0.0,3,0.566630351414117
snapkv,4352,30,0.0,3,0.5015316018237369
snapkv,4352,40,0.0,3,0.48948669884619805
snapkv,4352,50,0.0,3,0.45645272182105323
snapkv,4352,60,0.0,3,0.4664477245312424
snapkv,4352,70,0.3333333333333333,3,0.6593986415888051
snapkv,4352,80,0.3333333333333333,3,0.5794162782738754
snapkv,4352,90,1.0,3,0.7096774147762748
snapkv,4352,100,0.0,3,0.2636566301316541
snapkv,4608,0,0.0,3,0.4675602127404724
snapkv,4608,10,0.0,3,0.7204624385490792
snapkv,4608,20,0.3333333333333333,3,0.6815509249883741
snapkv,4608,30,0.0,3,0.7068965471722652
snapkv,4608,40,0.0,3,0.7177661123138451
snapkv,4608,50,0.3333333333333333,3,0.6934556869935234
snapkv,4608,60,0.0,3,0.695121946428837
snapkv,4608,70,0.6666666666666666,3,0.7231182749550165
snapkv,4608,80,1.0,3,0.7096774147762748
snapkv,4608,90,1.0,3,0.7096774147762748
snapkv,4608,100,0.0,3,0.26086956294896035
snapkv,4864,0,0.3333333333333333,3,0.6380742865585173
snapkv,4864,10,0.3333333333333333,3,0.5194177059082169
snapkv,4864,20,0.3333333333333333,3,0.39595307439980515
snapkv,4864,30,0.3333333333333333,3,0.6198924683835011
snapkv,4864,40,0.0,3,0.5544217639720429
snapkv,4864,50,0.0,3,0.6066666619416666
snapkv,4864,60,0.3333333333333333,3,0.5817972303239134
snapkv,4864,70,0.3333333333333333,3,0.6380742865585173
snapkv,4864,80,0.3333333333333333,3,0.573515657679245
snapkv,4864,90,0.3333333333333333,3,0.6704671812463969
snapkv,4864,100,0.0,3,0.26086956294896035
snapkv,5120,0,0.0,3,0.5595238050382653
snapkv,5120,10,0.0,3,0.19333332988148164
snapkv,5120,20,0.0,3,0.6111111070601852
snapkv,5120,30,0.0,3,0.5277777737268519
snapkv,5120,40,0.0,3,0.5555555515046297
snapkv,5120,50,0.3333333333333333,3,0.4310035801569064
snapkv,5120,60,0.0,3,0.5158183063726978
snapkv,5120,70,0.0,3,0.7424242376463498
snapkv,5120,80,0.6666666666666666,3,0.7270865288228832
snapkv,5120,90,1.0,3,0.7096774147762748
snapkv,5120,100,0.0,3,0.26086956294896035
snapkv,5376,0,0.3333333333333333,3,0.6142187095346466
snapkv,5376,10,0.0,3,0.5420570057582622
snapkv,5376,20,0.0,3,0.48758406602429666
snapkv,5376,30,0.0,3,0.58770614243448
snapkv,5376,40,0.0,3,0.42925407435661084
snapkv,5376,50,0.0,3,0.5704216387759269
snapkv,5376,60,0.0,3,0.6290299925414757
snapkv,5376,70,0.0,3,0.6841692743545998
snapkv,5376,80,0.3333333333333333,3,0.6704671812463969
snapkv,5376,90,0.3333333333333333,3,0.573515657679245
snapkv,5376,100,0.0,3,0.26086956294896035
snapkv,5632,0,0.0,3,0.38803854395952403
snapkv,5632,10,0.0,3,0.5162647387575441
snapkv,5632,20,0.0,3,0.6025771100674464
snapkv,5632,30,0.0,3,0.4565100409771694
snapkv,5632,40,0.0,3,0.38906618895727035
snapkv,5632,50,0.0,3,0.41729843899459773
snapkv,5632,60,0.0,3,0.48467432548245043
snapkv,5632,70,0.0,3,0.586965917992846
snapkv,5632,80,0.0,3,0.6050135459814002
snapkv,5632,90,0.0,3,0.2850241521511588
snapkv,5632,100,0.0,3,0.26086956294896035
snapkv,5888,0,0.0,3,0.3409247723624275
snapkv,5888,10,0.3333333333333333,3,0.6709025692864127
snapkv,5888,20,0.0,3,0.44181231177573593
snapkv,5888,30,0.3333333333333333,3,0.6240050226912089
snapkv,5888,40,0.0,3,0.6259732991551845
snapkv,5888,50,0.0,3,0.6583333287268519
snapkv,5888,60,0.6666666666666666,3,0.7231182749550165
snapkv,5888,70,0.3333333333333333,3,0.6503522388532886
snapkv,5888,80,0.6666666666666666,3,0.7231182749550165
snapkv,5888,90,1.0,3,0.7096774147762748
snapkv,5888,100,0.0,3,0.3478260838059232
snapkv,6144,0,0.0,3,0.4787414917573889
snapkv,6144,10,0.0,3,0.21756876263785288
snapkv,6144,20,0.0,3,0.3098795678240813
snapkv,6144,30,0.0,3,0.3130845882616115
snapkv,6144,40,0.0,3,0.41435215454699703
snapkv,6144,50,0.0,3,0.3887565261457311
snapkv,6144,60,0.0,3,0.2521637385020828
snapkv,6144,70,0.3333333333333333,3,0.5292592543927984
snapkv,6144,80,0.0,3,0.5244565178579869
snapkv,6144,90,0.6666666666666666,3,0.6814516082883498
snapkv,6144,100,0.0,3,0.26086956294896035
snapkv,6400,0,0.0,3,0.4617139490356174
snapkv,6400,10,0.0,3,0.35067288906761035
snapkv,6400,20,0.0,3,0.4825741842322297
snapkv,6400,30,0.0,3,0.5260784265952855
snapkv,6400,40,0.0,3,0.5238095189940004
snapkv,6400,50,0.3333333333333333,3,0.6241560341664562
snapkv,6400,60,0.0,3,0.6136363587748805
snapkv,6400,70,0.0,3,0.6385917955263501
snapkv,6400,80,0.3333333333333333,3,0.7016128986109305
snapkv,6400,90,0.3333333333333333,3,0.5205097533364903
snapkv,6400,100,0.0,3,0.26086956294896035
snapkv,6656,0,0.0,3,0.6429430587041179
snapkv,6656,10,0.0,3,0.4534631996868519
snapkv,6656,20,0.3333333333333333,3,0.5351702468814435
snapkv,6656,30,0.3333333333333333,3,0.4542462098153628
snapkv,6656,40,0.3333333333333333,3,0.625273868782531
snapkv,6656,50,0.0,3,0.6930076582255059
snapkv,6656,60,0.0,3,0.4852653414313097
snapkv,6656,70,0.3333333333333333,3,0.5265591350962583
snapkv,6656,80,0.6666666666666666,3,0.7231182749550165
snapkv,6656,90,1.0,3,0.7096774147762748
snapkv,6656,100,0.0,3,0.3072463742326403
snapkv,6912,0,1.0,3,0.7096774147762748
snapkv,6912,10,0.0,3,0.711382109030463
snapkv,6912,20,0.0,3,0.5175026087898617
snapkv,6912,30,0.0,3,0.5438530697177519
snapkv,6912,40,0.0,3,0.7068965471722652
snapkv,6912,50,0.0,3,0.5680076589199504
snapkv,6912,60,0.0,3,0.639534878937376
snapkv,6912,70,0.3333333333333333,3,0.7365591351337581
snapkv,6912,80,0.6666666666666666,3,0.7231182749550165
snapkv,6912,90,1.0,3,0.7096774147762748
snapkv,6912,100,0.0,3,0.26086956294896035
snapkv,7168,0,0.0,3,0.5028324340799871
snapkv,7168,10,0.3333333333333333,3,0.588894078613648
snapkv,7168,20,0.3333333333333333,3,0.5576293690685885
snapkv,7168,30,0.3333333333333333,3,0.5218870595159107
snapkv,7168,40,0.3333333333333333,3,0.5509825687502655
snapkv,7168,50,0.3333333333333333,3,0.519257469128515
snapkv,7168,60,0.3333333333333333,3,0.6513739497813921
snapkv,7168,70,0.3333333333333333,3,0.5946361939862316
snapkv,7168,80,0.3333333333333333,3,0.6434556868893568
snapkv,7168,90,1.0,3,0.7096774147762748
snapkv,7168,100,0.0,3,0.26086956294896035
snapkv,7424,0,0.6666666666666666,3,0.6752427165333329
snapkv,7424,10,0.3333333333333333,3,0.5972391053762586
snapkv,7424,20,0.3333333333333333,3,0.6215198536196247
snapkv,7424,30,0.3333333333333333,3,0.6986803471645778
snapkv,7424,40,0.0,3,0.5724932207781482
snapkv,7424,50,0.0,3,0.6587301539422713
snapkv,7424,60,0.3333333333333333,3,0.5432967237190439
snapkv,7424,70,0.3333333333333333,3,0.6770353258119046
snapkv,7424,80,1.0,3,0.7096774147762748
snapkv,7424,90,1.0,3,0.7096774147762748
snapkv,7424,100,0.0,3,0.26086956294896035
snapkv,7680,0,0.0,3,0.5940647527966556
snapkv,7680,10,0.0,3,0.42453703218235606
snapkv,7680,20,0.0,3,0.42436113431608175
snapkv,7680,30,0.0,3,0.36888888543703713
snapkv,7680,40,0.0,3,0.656896546963932
snapkv,7680,50,0.0,3,0.46396010906944757
snapkv,7680,60,0.0,3,0.5546594941932714
snapkv,7680,70,0.0,3,0.6202348647776652
snapkv,7680,80,0.0,3,0.6111111070601852
snapkv,7680,90,0.6666666666666666,3,0.7231182749550165
snapkv,7680,100,0.0,3,0.26086956294896035
snapkv,7936,0,1.0,3,0.7096774147762748
snapkv,7936,10,0.6666666666666666,3,0.6495888631380471
snapkv,7936,20,0.6666666666666666,3,0.7231182749550165
snapkv,7936,30,0.3333333333333333,3,0.7365591351337581
snapkv,7936,40,0.3333333333333333,3,0.6630297233167889
snapkv,7936,50,1.0,3,0.7096774147762748
snapkv,7936,60,0.6666666666666666,3,0.7231182749550165
snapkv,7936,70,1.0,3,0.7096774147762748
snapkv,7936,80,1.0,3,0.7096774147762748
snapkv,7936,90,1.0,3,0.7096774147762748
